content,creationTime,score,anonymousFlag,plusAvailable,location,nickname,productColor
东西拿到手就赶紧试了一一下，还是很不错的，颜色也很喜欢,2023-09-17 20:28:43,5,1,0,湖南,j***F,mini12 鸢尾紫
到货很快，爱不释手，希望可以拍出美美照片！,2023-09-28 22:19:36,5,1,203,江苏,j***t,mini12 绣球蓝
快递很快昨天买的今天就收到了 颜色也很好看 非常不错,2023-10-01 09:55:53,5,1,201,广东,j***d,mini12 绣球蓝
很好，是全新正品！一直很想买，买了蓝色很漂亮，女朋友很喜欢,2023-10-06 21:12:27,5,1,103,河南,该***-,mini12 绣球蓝
东西不错物流也快，女朋友收到很开心很惊喜,2023-10-01 20:30:19,5,1,0,陕西,j***u,mini12 鸢尾紫
宝贝全新 性价比很高 真的蛮好的 值得购买哦,2023-09-14 21:47:31,5,1,0,江苏,R***j,mini12 绣球蓝
发货速度很快，颜色也很美丽，小孩子爱不释手，出行拍照必备。,2023-10-10 21:45:15,5,1,0,上海,j***b,mini12 鸢尾紫
很好看，颜色也很小清新，成像也很好，只试了室内拍很好看,2023-09-28 12:55:55,5,1,0,山东,j***E,mini12 绣球蓝
太好看了相机📷，拍出来照片很好看！,2023-10-10 10:19:58,5,1,0,江苏,是***9,mini12 茉莉白【3天左右发货】
刚好做活动，价格便宜了很多，性价比超高，真的特别划算,2023-08-18 15:02:26,5,1,0,山东,千***买,mini12 茉莉白
不错不错，是正品，价格还比别家实惠，成像效果很好，比预期的好！,2023-10-20 15:28:06,5,1,103,江苏,j***n,mini12 茉莉白
东西非常好，全新未拆封，值得购买，下次还会回购,2023-09-21 10:21:02,5,1,0,上海,j***5,mini12 绣球蓝
好！非常好！质量好，和实体店一样，颜色正，是我喜欢的,2023-08-21 14:02:46,5,1,0,广西,j***8,mini12 鸢尾紫
颜色不错 手感很好 期待相纸到拍照☺️☺️☺️,2023-09-28 21:19:40,5,1,0,广东,j***f,mini12 茉莉白
收到货很喜欢，产品合格配色满意！,2023-09-30 12:54:23,5,1,0,四川,l***y,mini12 浅樱粉
收到货了 物流很给力 颜值超级棒的 还没使用等拆包了跟女朋友一起拍拍看,2023-10-07 20:02:24,5,1,203,广东,P***_,mini12 薄荷绿【3天左右发货】
超级好看，超级清楚，很喜欢😘,2023-10-15 12:11:31,5,1,203,安徽,j***e,mini12 绣球蓝
拍立得很好用 拍出来很显白很好看,2023-09-27 19:16:39,5,1,0,江苏,j***q,mini12 绣球蓝
收到后超级喜欢！已经迫不及待拍照啦！,2023-10-15 12:51:20,5,1,201,上海,j***b,mini12 绣球蓝
拍起来非常棒，用起来也很出片，总之很不错👍很喜欢😘,2023-10-05 22:30:54,5,1,0,江苏,j***N,mini12 浅樱粉【14天左右发货】
质感非常好 颜色很好看 拍出来的也非常好 很好用,2023-09-24 17:57:15,5,1,0,江苏,躲***朵,mini12 鸢尾紫
实物也太好啦！完全超出期待！真的买值了！还会继续回购的！,2023-09-25 20:40:03,5,1,0,北京,朵***鸭,mini12 茉莉白
包装精致，颜值超高，梦中情机。,2023-10-03 14:27:03,5,1,201,山东,四***虾,mini12 茉莉白【14天左右发货】
快递包装挺好的，相机跟图片也没有什么很大差别，总之贵的还是质量很好,2023-08-13 19:29:04,5,1,0,陕西,j***O,mini12 鸢尾紫
颜色很好看 质量也很好 好评,2023-10-03 20:38:43,5,1,0,河北,x***b,mini12 薄荷绿【7天左右发货】
关注这款相机很久了，感觉很不错👍👍👍,2023-10-01 14:14:03,5,1,201,山东,j***f,mini12 绣球蓝
发货速度很快，颜色很喜欢，操作也很方便，孩子很喜欢～,2023-10-04 13:41:37,5,1,0,福建,j***b,mini12 绣球蓝
非常好的相机，更好的记录生活,2023-09-25 17:47:48,5,1,201,吉林,月***6,mini12 绣球蓝
超级喜欢，终于买到喜欢的拍立得啦！,2023-09-28 19:34:07,5,1,0,安徽,j***O,mini12 薄荷绿
好用 拍的照片很清晰 很喜欢,2023-09-24 13:15:22,5,1,0,北京,千***o,mini12 浅樱粉
拍照非常好看 女朋友很喜欢,2023-09-30 12:08:33,5,1,0,北京,B***v,mini12 薄荷绿
非常喜欢，出去玩的时候拍照很方便,2023-10-04 18:10:46,5,1,103,北京,她***了,mini12 绣球蓝
物流很快 而且到的时候也没有损坏 颜值也高 不错不错,2023-10-07 22:32:08,5,1,0,浙江,k***X,mini12 薄荷绿【3天左右发货】
物品很好物流也很快感受也不错很有氛围感,2023-09-29 10:14:01,5,1,201,陕西,j***M,mini12 浅樱粉
成像效果：好反应速度：快操作难易：易做工质量：优良外形外观：高端大气上档次,2023-10-14 06:57:48,5,1,103,广东,二***噢,mini12 薄荷绿
白色超好看 我要拍一百张！！！,2023-09-23 21:02:41,5,1,103,湖北,S***V,mini12 茉莉白
哇，真是一款不错的产品，拍出来的成色确实很好，能直接得到成品就很开心,2023-08-30 19:47:19,5,1,201,陕西,梅***友,mini12 鸢尾紫
宝贝已收到🎈，超级喜欢，颜值高又实用，超级喜欢！❥❥❥,2023-08-31 14:56:53,5,1,0,河北,j***C,mini12 绣球蓝
不错的，对光感非常好，而且拍出来的照片非常有感觉,2023-07-15 22:15:43,5,1,0,新疆,j***k,mini12 绣球蓝
非常不错非常的喜欢！推荐,2023-10-04 15:44:11,5,1,0,河北,J***没,mini12 绣球蓝
送给妹妹的小礼物！超爱这个颜色！,2023-10-09 18:13:37,5,1,0,云南,橙***y,mini12 鸢尾紫
第一次买感觉非常不错，摸起来很舒服,2023-08-02 13:46:19,5,1,0,广东,j***D,mini12 茉莉白（28号-31号发货）
特别好哈哈哈满意满意！期待拍照,2023-10-16 00:40:08,5,1,0,上海,光***孩,mini12 绣球蓝
送朋友的生日礼物，朋友很喜欢，超级nice~,2023-07-25 22:38:13,5,1,103,安徽,u***g,mini12 薄荷绿
孩子非常喜欢，相机是正品，赞一个,2023-10-14 19:30:45,5,1,0,山西,j***J,mini12 鸢尾紫
相机颜色很好看，拍照效果很好,2023-10-04 12:39:55,5,1,0,广东,y***2,mini12 绣球蓝
相机还可以，小朋友很喜欢！,2023-10-02 16:45:27,5,1,0,浙江,j***c,mini12 绣球蓝
产品质量很好，拍出来的照片也好看，会考虑回购,2023-10-13 20:27:41,5,1,0,北京,j***K,mini12 绣球蓝
客服态度很好，虽然没赶上用，但是东西很好,2023-10-05 09:04:51,5,1,0,河北,j***N,mini12 薄荷绿【7天左右发货】
大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！,2023-07-08 17:13:03,5,1,0,河南,j***g,mini12 浅樱粉
真的很不错 外形小巧精致 很好看 下次还在你家买,2023-09-25 20:34:14,5,1,0,北京,u***q,mini12 茉莉白
包装非常严实，实物很貌美,2023-10-11 00:03:25,5,1,0,甘肃,j***a,mini12 绣球蓝
终于拿到手了 我可真是太喜欢了,2023-09-16 18:13:02,5,1,0,安徽,j***J,mini12 绣球蓝
用起来，感觉不错，老婆很满意,2023-09-27 22:51:22,5,1,0,山东,健***牛,mini12 茉莉白
真的小白能用，超好看的,2023-09-28 14:48:41,5,1,201,北京,j***7,mini12 鸢尾紫
很好的拍立得 拍照起来非常唯美，商家也很好，服务到位,2023-10-08 21:37:49,5,1,201,浙江,p***k,mini12 绣球蓝
非常不满意客服的服务，再下单的时候已经填写了开票信息，收货后一直不给开发票，月底去催又说需要三个工作日。系统已经显示开票超时了，那我狗买的时候就填写了开票信息有什么用呢？,2023-07-19 11:29:59,1,1,201,辽宁,妮***次,mini12 鸢尾紫
绿色好看，成像效果好，五星好评,2023-09-30 12:46:37,5,1,201,福建,j***b,mini12 薄荷绿
性价比很高 相机很好用 出片很高,2023-10-01 18:08:34,5,1,103,湖南,小***_,mini12 绣球蓝
太好看了 好看到爆 推荐,2023-10-16 14:47:57,5,1,0,贵州,j***0,mini12 浅樱粉
超级好，过生日拍照片超级出片！,2023-10-13 11:26:55,5,1,0,湖北,u***7,mini12 绣球蓝
收到了，包装完好，物流也很快，明天相纸到了试试,2023-09-22 16:58:13,5,1,0,云南,兲***3,mini12 绣球蓝
是正品，颜色也很好看，买了相纸还没开试，期待,2023-10-06 22:22:55,5,1,203,湖南,李***6,mini12 薄荷绿【7天左右发货】
送人的生日礼物，实物和照片一样，很好，好评！,2023-09-15 20:56:04,5,0,0,海外,j***2,mini12 茉莉白
商品价格实惠，送货快，颜色非常漂亮,2023-07-19 08:41:23,5,1,201,北京,一***麻,mini12 薄荷绿
实物很好看，成像很快,2023-09-23 22:57:10,5,1,0,湖南,j***1,mini12 薄荷绿
值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试,2023-07-08 18:30:48,5,1,201,广东,真***N,mini12 薄荷绿
好看好用孩子很喜欢它外形外观：粉粉嫩嫩的好看,2023-06-24 21:52:27,5,1,201,山西,s***1,mini12 浅樱粉
绿色也很好看(｡･&omega;･｡)ﾉ♡,2023-10-05 15:48:16,5,1,201,河北,小***_,mini12 薄荷绿【7天左右发货】
商品很好看，用起来很简单,2023-08-26 23:12:09,5,1,103,湖南,j***x,mini12 绣球蓝
拍照十分清晰好看，客服非常友善,2023-10-04 17:36:54,5,1,201,山东,j***P,mini12 绣球蓝
送女朋友的，她很喜欢，看着不错,2023-10-08 22:17:43,5,1,203,陕西,j***h,mini12 绣球蓝
物流很快！送给女朋友她好开心,2023-09-28 20:52:56,5,1,0,广东,j***h,mini12 绣球蓝
外观很好，无破损，颜色很好看，很有质感,2023-10-07 21:17:14,5,0,0,海外,j***0,mini12 鸢尾紫
很好 建议不要买ins相框什么的 感觉很劣质,2023-08-06 16:48:21,5,1,103,黑龙江,D***8,mini12 浅樱粉（8.5-8.7发货）
拍立得非常好，白色很好看,2023-10-03 21:37:06,5,1,201,江苏,j***i,mini12 茉莉白【14天左右发货】
很好玩，孩子爱不释手，放假拍照很不错👍,2023-09-25 22:15:18,5,1,201,河南,c***8,mini12 茉莉白
不错不错客服小姐姐还很耐心的教我如何操作,2023-10-18 14:56:33,5,1,0,广东,粉***v,mini12 浅樱粉
外形外观：非常不错👍,2023-10-13 18:48:17,5,1,0,湖北,j***z,mini12 茉莉白
速度很快，小巧可爱，买给外甥女的，她很喜欢,2023-10-04 13:28:06,5,1,201,福建,吃***张,mini12 鸢尾紫
收到了，送朋友的生日礼物，非常喜欢，成像效果不错,2023-09-10 15:56:26,5,1,0,广东,f***r,mini12 茉莉白
成像效果：不错反应速度：很快操作难易：简单做工质量：较好女朋友很喜欢,2023-10-13 23:16:33,5,1,201,北京,会***兽,mini12 浅樱粉
女儿很喜欢，使用方便！,2023-10-03 10:50:56,5,1,0,四川,b***y,mini12 绣球蓝
小紫 小紫 好喜欢好喜欢,2023-10-01 18:28:50,5,1,103,陕西,辰***g,mini12 鸢尾紫
很不错，客服态度好   紧急情况也给我处理。,2023-09-17 19:10:26,5,1,0,陕西,j***a,mini12 绣球蓝
送给侄女的12岁生日礼物   很喜欢,2023-09-30 08:55:41,5,1,0,陕西,j***b,mini12 茉莉白
浅浅的绿色，很好看包装也完整,2023-09-21 12:52:47,5,1,0,江西,w***_,mini12 薄荷绿
小巧可爱，拍照效果很好，女朋友很喜欢！,2023-09-18 23:25:44,5,1,201,四川,j***e,mini12 茉莉白
成像效果：很好很好看做工质量：精致,2023-10-12 17:01:11,5,1,0,山西,j***d,mini12 鸢尾紫
包装很精致 无破损 很好,2023-09-25 16:34:24,5,1,0,河南,j***I,mini12 茉莉白
很好看，粉色颜值很高。,2023-10-18 10:46:43,5,1,0,浙江,u***9,mini12 浅樱粉
"收到货,第一时间拆包装,感觉质量还是比较好的,与卖家描述的还是一致的,挺满意的,个人真的很喜欢,完全超出我的期望值,发货速度比较快,包装很仔细、严实,物流公司服务态度很好,运送速度很快,总的.来说这次是很满意的一次购物。",2023-10-08 08:32:14,5,1,201,上海,當***门,mini12 鸢尾紫
好看，东西很齐全，啥都有，客服很满意，很详细。,2023-09-10 21:47:10,5,1,0,四川,j***d,mini12 薄荷绿
打算送人的，东西还没拆开，但发货速度非常给力，包装的也非常完好。,2023-09-23 21:11:51,5,1,201,上海,窦***米,mini12 鸢尾紫
拍照很好看，复古感很棒。,2023-10-04 13:27:00,5,1,0,陕西,j***5,mini12 薄荷绿【7天左右发货】
真的太好看了 还会继续回购的！爱了爱了,2023-09-25 20:34:58,5,1,0,北京,u***q,mini12 茉莉白
很不错，拍照很清晰。,2023-10-04 17:41:44,5,1,101,广东,j***1,mini12 绣球蓝
给女朋友买的质量很好价格也稍微便宜点,2023-10-02 21:24:52,5,1,103,浙江,x***i,mini12 茉莉白【14天左右发货】
送给朋友的生日礼物 很好看 爱了爱了,2023-09-28 23:51:30,5,1,201,广东,容***友,mini12 绣球蓝
送朋友的生日礼物，非常漂亮，而且发货很快，正好生日当天收到,2023-10-19 18:25:42,5,1,0,北京,执***s,mini12 绣球蓝
感觉12很好看 物流很快 价格很优惠 商家服务态度也很好,2023-10-19 19:20:04,5,1,203,安徽,j***H,mini12 茉莉白
东西已收到，试运了一下挺好的，照片成像很快。,2023-10-04 20:47:35,5,1,0,广西,m***8,mini12 鸢尾紫
颜色很好看的蓝色🫰很小巧好喜欢啊,2023-09-28 16:27:34,5,1,103,安徽,a***1,mini12 绣球蓝
真的很好哦 相机是正品 物流发货也很快 客户还好说话😍😍😍,2023-10-18 08:24:32,5,1,0,广东,j***3,mini12 浅樱粉
紫色真的太好看了！棒棒棒棒,2023-09-29 20:39:49,5,1,0,湖北,j***n,mini12 鸢尾紫
太喜欢了非常好操作简单,2023-09-28 20:11:28,5,1,0,河北,j***6,mini12 浅樱粉
相机收到很好看！相纸还没到，期待出片效果！,2023-10-16 19:00:06,5,1,0,四川,u***l,mini12 绣球蓝
相机很漂亮！拍照很有氛围感！喜欢！！,2023-10-05 22:09:18,5,1,0,山东,j***F,mini12 绣球蓝
非常好的一款相机，用的很方便，上手快,2023-10-10 11:49:45,5,1,201,辽宁,挥***5,mini12 浅樱粉
很好看，也很好用，点赞,2023-08-14 15:35:26,5,1,201,北京,猫***爷,mini12 鸢尾紫
包装质量好，发货速度很快，使用说明很清楚，很适合送人。,2023-09-22 20:26:50,5,1,103,河北,八***邦,mini12 茉莉白
很棒！！刚到货了还没有试，是我喜欢的颜色！,2023-10-07 17:07:58,5,1,201,北京,m***a,mini12 鸢尾紫
第一次买，使用还是很简单，反应速度很快,2023-10-07 19:20:28,5,1,201,四川,盛***c,mini12 绣球蓝
非常好看非常好用颜值特别高，是正品快递快推荐购买,2023-10-07 16:47:51,5,1,201,四川,j***c,mini12 绣球蓝
一下买了两台，真的非常小巧，物流又快!,2023-09-30 20:32:26,5,1,201,北京,肉***姐,mini12 绣球蓝
外形很漂亮时尚，照片照出来的效果不错。,2023-07-18 13:44:33,5,1,201,广东,落***8,mini12 茉莉白（3天发货）
很好，好用，客服态度好，使用书很详细,2023-10-15 08:52:19,5,0,0,海外,w***l,mini12 茉莉白（5天左右发货）
颜值很高哦，娃很喜欢，一眼就看中绿色的了，拍出来效果不错。相纸烧钱ing,2023-09-16 15:25:54,5,0,201,海外,u***5,mini12 茉莉白
非常好看，女儿非常喜欢,2023-10-10 19:45:42,5,1,0,河南,j***z,mini12 茉莉白【3天左右发货】
发货速度快，三天就到了，颜色也很好看,2023-10-02 11:41:35,5,1,0,福建,把***下,mini12 绣球蓝
东西很好，客服很认真,2023-10-16 10:21:20,5,1,0,陕西,j***u,mini12 茉莉白（5天左右发货）
小小的很可爱，拍出来很有回忆的感觉,2023-10-18 02:38:10,5,1,201,北京,u***n,mini12 绣球蓝
送给朋友的生日礼物，她很喜欢，五分好评,2023-09-23 11:56:58,5,1,201,吉林,远***空,mini12 鸢尾紫
生日礼物，很喜欢，很快乐，价格还可以，很棒,2023-08-23 15:42:12,5,1,201,山东,从***物,mini12 薄荷绿（下单7天发货）
刚收到，还没有试，颜色和样子很喜欢,2023-10-09 21:37:54,5,1,201,天津,x***a,mini12 绣球蓝
拍立得成像很棒 绝对是正品 很喜欢,2023-10-18 10:59:32,5,1,0,四川,E***9,mini12 绣球蓝
质量不错，小巧玲珑，老婆很喜欢,2023-08-25 15:29:35,5,1,203,新疆,s***y,mini12 绣球蓝
东西很好看，快递速度也很快，好评～,2023-10-07 00:29:41,5,1,201,湖北,背***6,mini12 绣球蓝
不错，非常好，女朋友非常喜欢。,2023-10-19 12:13:22,5,1,0,广东,u***y,mini12 绣球蓝
很快就收到了❤️❤️,2023-09-20 18:18:37,5,1,0,陕西,j***T,mini12 绣球蓝
拿来送人也非常不错，长得也好看,2023-08-29 09:55:01,5,1,201,江苏,S***3,mini12 浅樱粉
收到货了很满意，照的很清晰！好！,2023-09-24 12:28:03,5,0,0,海外,j***t,mini12 茉莉白
收到啦，送给朋友的，拍照很方便,2023-09-26 12:07:53,5,1,0,北京,我***颜,mini12 绣球蓝
颜色很漂亮紫色好好看，我很喜欢,2023-07-11 14:43:41,5,1,0,湖南,j***R,mini12 鸢尾紫
该商品我很满意很好用，像素不错,2023-06-30 19:42:55,5,1,0,广西,晚***y,mini12 茉莉白
非常好，特别出片，喜欢喜欢,2023-10-08 18:26:36,5,1,0,河北,j***q,mini12 绣球蓝
很好看，颜色很正，非常喜欢,2023-10-03 11:40:12,5,1,0,贵州,j***a,mini12 绣球蓝
很好。太可爱了。出去拍带哦,2023-09-29 18:35:55,5,1,201,北京,k***x,mini12 鸢尾紫
蓝色的这款挺好看，对象很喜欢,2023-10-19 13:59:56,5,1,103,安徽,逆***0,mini12 绣球蓝
相机小巧易操作，照片效果很好,2023-09-05 11:13:14,5,1,0,海外,胖***跑,mini12 绣球蓝
很不错，店家发货非常快，照片效果也很好,2023-08-27 19:13:29,5,1,201,江苏,接***石,mini12 茉莉白
很美很美的拍立得，卖家人也超级好！！！,2023-10-20 13:19:49,5,1,0,四川,j***P,mini12 浅樱粉
物流很快，是全新正品。粉色敲好看der,2023-10-20 15:49:09,5,1,201,重庆,l***念,mini12 浅樱粉
很棒，很好用，也很好看。,2023-10-05 21:04:23,5,1,201,内蒙古,李***i,mini12 鸢尾紫
做工特别好非常好看拍照片也很好看,2023-10-17 12:30:41,5,1,0,江西,j***u,mini12 茉莉白（3天左右发货）
商品精致，漂亮，很可爱的！,2023-09-01 16:45:11,5,1,0,黑龙江,j***u,mini12 浅樱粉
办公室活动用，大家都很喜欢,2023-08-01 17:41:32,5,1,201,四川,c***y,mini12 鸢尾紫
孩子非常喜欢，到货了就开始拍了！,2023-10-13 19:46:53,5,1,0,山东,u***v,mini12 薄荷绿
到货速度快，超级开心,2023-09-27 22:20:30,5,0,0,海外,j***f,mini12 绣球蓝
买给对象的礼物 太好看啦,2023-08-28 12:10:32,5,1,201,安徽,陈***里,mini12 薄荷绿
正品保证，价格优惠，发货速度快，很不错,2023-10-14 16:28:19,5,1,0,广东,j***V,mini12 绣球蓝
真的不错，质量很好很喜欢，很不错,2023-10-19 12:19:03,5,1,0,黑龙江,徐***学,mini12 绣球蓝
老婆很喜欢，买来送给她的,2023-09-30 07:31:07,5,1,0,湖北,j***M,mini12 鸢尾紫
这也太好了吧 外形小小的很可爱,2023-09-25 20:35:45,5,1,0,北京,u***q,mini12 茉莉白
差评，卖家的服务很差，已经拍视频证明了产品有问题，寄过去了检查了就说没问题，至于为什么寄过去东西就没问题，不太清楚，谨慎购买,2023-07-29 11:42:05,1,1,0,福建,j***p,mini12 浅樱粉
真的超级无敌好看很喜欢很满意,2023-07-26 11:14:58,5,1,0,浙江,M***伞,mini12 茉莉白（28号-31号发货）
很漂亮当礼物送给朋友很喜欢,2023-10-09 19:07:24,5,1,201,山东,逗***笑,mini12 绣球蓝
相机很好用，送孩子的生日礼物,2023-09-06 18:14:38,5,1,201,江苏,j***L,mini12 浅樱粉
物流快、赶上活动超值！很小巧,2023-09-30 20:31:12,5,1,201,北京,肉***姐,mini12 绣球蓝
宝贝很喜欢就是我忘记买纸了,2023-08-19 15:55:33,5,1,0,河南,土***呦,mini12 绣球蓝
非常好，店家服务态度也非常好,2023-08-31 19:02:31,5,1,0,湖南,j***v,mini12 绣球蓝
很nice耶，女儿好喜欢,2023-10-10 15:29:55,5,1,0,广东,瑄***妞,mini12 薄荷绿
超级好看！很好用哦～,2023-09-26 21:36:49,5,1,0,湖南,小***蛋,mini12 浅樱粉
拍照很好看！冲冲冲！,2023-09-30 12:54:00,5,1,201,山西,l***g,mini12 绣球蓝
相机很好精致成像也不错,2023-08-28 12:01:20,5,1,0,辽宁,u***h,mini12 鸢尾紫
质感非常好👍🏿包装好物流快👍🏿,2023-10-20 13:37:33,5,1,203,辽宁,j***o,mini12 鸢尾紫
包装的很好，颜色很喜欢,2023-10-09 21:14:16,5,1,201,浙江,m***沐,mini12 绣球蓝
快递速度很快，符合预期,2023-10-15 14:42:26,5,1,203,山东,z***e,mini12 鸢尾紫
非常符合操作非常简单,2023-10-18 22:12:48,5,1,0,安徽,j***t,mini12 薄荷绿
非常不错，孩子相当喜欢,2023-09-18 02:48:56,5,1,201,北京,j***v,mini12 茉莉白
真的很不错，物流很快,2023-10-02 10:36:02,5,1,0,重庆,j***g,mini12 茉莉白
很好玩，下次再在这买,2023-10-15 11:53:44,5,1,0,广东,i***g,mini12 浅樱粉
很好看的颜色，实物要深一点点的蓝，说明书什么的都是日文的，不是很重，已经很期待可以拍照啦！,2023-10-13 22:47:11,5,1,201,广东,j***c,mini12 绣球蓝
女儿终于买到心心念念的紫色相机了，外观漂亮，手感不错，操作简单，成像快而清晰，值得入手,2023-10-05 13:42:14,5,1,0,广东,j***5,mini12 鸢尾紫
挺好玩 京东物流 不错 价格比其他店要便宜很多 不需要一些花里胡哨的赠品推荐在这购买 划算。,2023-09-28 19:43:31,5,1,201,湖北,d***r,mini12 薄荷绿
成像清晰，反应速度快，操作简单，最主任颜色好看，实用,2023-09-24 11:40:59,5,1,0,山东,v***h,mini12 绣球蓝
颜色挺好看的，是想要的样子，没收到之前还怕自己不会用，原来这么简单,2023-10-04 10:42:39,5,1,0,浙江,k***T,mini12 鸢尾紫
颜色好看，分近景和远景两种模式，适合新手，不用调整好多模式，方便,2023-10-01 19:21:46,5,1,0,陕西,j***R,mini12 鸢尾紫
还没使用，包装挺好，希望可以用它拍出好看的照片啦，mini12是公认的笨蛋相机，让我试试,2023-09-11 19:50:27,5,1,0,贵州,j***a,mini12 茉莉白
颜色还挺好看的，这是自然光下的实拍图。等相机纸到了，去拍美美的照片咯。,2023-10-14 20:51:54,5,1,0,广东,j***b,mini12 鸢尾紫
立即拍立即得，随心随意粉色很可爱，满足老夫的少女心操作难易：简单外形外观：可爱成像效果：白天拍就比较清晰，因为成像是老旧复古的色调，偏暗，不能调；晚上在外面就拍不了了是个缺陷胶片比较贵咯，下次看有活动再下单总体不错！,2023-08-20 17:11:02,5,1,201,广东,l***b,mini12 浅樱粉（20号-23号发货）
送给朋友的结婚礼物，希望她能用拍立得留下美好的瞬间～好评好评～,2023-09-30 19:20:55,5,1,201,江苏,j***n,mini12 茉莉白
确实不错 虽然是塑料但是还是比前几代有质感的画质也很好,2023-09-29 00:58:03,5,1,0,广西,j***V,mini12 茉莉白
超级清爽的颜色！！成像效果挺好的，之前mini9的按键感觉不太好按，但是12的也好容易误触，装壳子的时候就不小心误触拍了一张双下巴。。大家要注意一下,2023-07-12 17:53:15,5,1,0,江苏,_***e,mini12 薄荷绿（3天发货）
成像效果：好反应速度：👌操作难易：👌做工质量：好外形外观：好,2023-10-04 08:34:02,5,1,0,辽宁,j***z,mini12 鸢尾紫
操作难易：简单反应速度：挺快做工质量：还不错外形外观：挺好的,2023-10-17 18:07:21,5,1,103,四川,j***O,mini12 茉莉白（3天左右发货）
收到了，小巧可爱，操作简单，颜值抗打,2023-10-17 17:27:21,5,1,201,江苏,鹏***1,mini12 鸢尾紫
好看！还挺好用的，希望可以永久一点～,2023-09-08 09:37:13,5,1,201,江西,阿***珺,mini12 浅樱粉
终于找到家好店，服务好，质量不错，下次有机会再来买。,2023-10-01 10:34:48,5,null,0,黑龙江,从***r,mini12 茉莉白
很不错，送女朋友的，女朋友很喜欢，拍出来的效果也不错，唯一的缺点就是光线不聪明的地方拍照出来的黑,2023-08-14 18:09:01,5,1,0,辽宁,j***1,mini12 浅樱粉
纸袋包装，稍微草率了些，试拍了一张，成片挺快的，期待后期更多体验。,2023-10-07 16:22:28,5,1,0,天津,C***4,mini12 绣球蓝
快速发货收货，商家点赞，包装完好,2023-07-17 09:55:15,5,1,201,北京,u***b,mini12 浅樱粉（3天发货）
颜色巨好看，相纸还没到，应该拍出来挺好看！,2023-10-08 23:06:14,5,1,0,广东,u***u,mini12 薄荷绿
收到了，颜色好好看，喜欢，等收到相纸后试试,2023-09-29 11:37:17,5,1,201,广东,C***帝,mini12 浅樱粉
刚拿到货，包装挺好的，成像效果：不错，操作难易：挺好的,2023-10-15 12:15:20,5,1,103,浙江,j***k,mini12 绣球蓝
总体感觉不错，特别适合送女朋友，好评,2023-09-24 18:12:10,5,1,201,安徽,j***f,mini12 绣球蓝
拍立得还不错，买来接着安装好了！,2023-07-28 21:29:40,5,1,0,山东,_***子,mini12 鸢尾紫
相机不错，物流也很快，还是京东买着放心，好好锻炼自己的技术哐哐拍，除了相纸有点贵😁😁😁,2023-10-17 12:33:31,5,1,0,江苏,K***b,mini12 浅樱粉
盼星星盼月亮，终于到手了。整体看起来不错。,2023-09-28 15:16:21,5,1,203,上海,j***9,mini12 薄荷绿
这个商家可以，准时送达，挺好的，包装完好，等会试一试，唯一缺点没有赠品,2023-07-17 09:52:16,5,1,201,北京,u***b,mini12 绣球蓝
物流快  包装好  产品好  价格好  值得购买  多多搞活动哦,2023-10-18 17:33:17,5,1,201,黑龙江,5***y,mini12 薄荷绿
这个不错。就是需要自己买底片，可以放链接一起。,2023-10-18 15:36:36,5,1,201,江西,j***3,mini12 薄荷绿
挺好看的，粉粉的，包装也挺好的,2023-09-17 20:48:56,5,1,0,广西,j***7,mini12 浅樱粉
造型适合儿童使用，立即出片确实方便，小孩喜欢。,2023-10-16 21:56:24,5,1,201,陕西,E***代,mini12 绣球蓝
成像效果：好做工质量：好反应速度：快,2023-10-05 13:26:03,5,1,203,广东,j***6,mini12 绣球蓝
拍照挺出片的 新手使用也可以 颜色也好看！,2023-09-30 18:15:16,5,0,0,海外,财***哇,mini12 绣球蓝
是我喜欢的蓝色没错了  颜色巨好看,2023-10-04 17:51:43,5,1,0,河南,j***7,mini12 绣球蓝
质量还挺好，后期用的情况在评价,2023-09-27 21:45:13,5,1,201,湖南,j***v,mini12 绣球蓝
不得不说京东物流是真的快，当天下午下的单第二天就到了奥，给个好评，赞👍🏻。,2023-08-20 20:29:15,5,1,201,上海,W***e,mini12 茉莉白（20号-23号发货）
是正品能够正常使用，大家可以放心购买，冲冲冲！,2023-10-18 22:13:58,5,1,201,重庆,K***g,mini12 浅樱粉
送给朋友的，不错不错不错,2023-09-05 22:22:58,5,1,201,湖北,嗯***i,mini12 鸢尾紫
试拍效果不错，可以一试,2023-10-10 20:56:51,5,1,0,广东,j***A,mini12 鸢尾紫
买了白色，轻巧便携，期待周末带出去玩～,2023-09-22 12:03:26,5,1,203,江苏,A***6,mini12 茉莉白
很早前就想买了，相机很好用，就是相纸太贵了,2023-09-15 23:47:08,5,1,201,广东,x***0,mini12 薄荷绿
不错不错，很好看，就是不便宜哈哈哈,2023-10-07 09:59:30,5,1,0,河南,j***Z,mini12 绣球蓝
用下来不错哦！上手快，值得需要的朋友购买,2023-07-19 07:37:45,5,1,201,上海,橘***朱,mini12 茉莉白
原来没相纸啊 我一直以为有还挺好用的,2023-10-15 12:02:06,5,1,201,广东,门***森,mini12 浅樱粉
包装精致，客户反应速度快，发货与物流速度满意！,2023-08-30 07:33:48,5,1,0,浙江,j***0,mini12 鸢尾紫
